"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","25041996","S","115","CCT","807 Edgewood Lane Unit#B","Fort Lee","$1,100,000","05/06/2026","$1,175,910","TWNHS","","","3","2","2"
"1","26007343","S","15","CCT","26 Barrister Court","Fair Lawn","$1,050,000","05/16/2026","$925,000","TWNHS","2,233","","3","2","1"
"1","26005448","S","23","CCT","92 Washington Avenue","Cliffside Park","$1,050,000","05/26/2026","$998,000","TWNHS","2,032","","3","3","1"
"1","26012345","S","13","CCT","488 Dewey Avenue","Saddle Brook","$970,000","05/29/2026","$949,888","TWNHS","2,800","","4","3","1"
"1","26008432","S","22","CCT","236 Columbus Avenue Unit#3","Palisades Park","$960,000","05/08/2026","$968,888","TWNHS","1,828","","3","3","1"
"1","26001117","S","5","CCT","223 Bradley Drive","Wood Ridge","$958,000","05/11/2026","$955,000","TWNHS","2,258","","3","2","2"
"1","26010303","S","15","CCT","1 Bentley Drive Unit#3","Franklin Lakes","$929,000","05/13/2026","$900,000","Condo","","","3","2","1"
"1","26006746","S","4","CCT","10 Romopock             Court","Mahwah","$925,000","05/01/2026","$829,000","Condo","2,388","","3","2","1"
"1","26009185","S","12","CCT","308 Nelson Court","Edgewater","$915,000","05/03/2026","$899,999","TWNHS","1,769","","3","2","1"
"1","26003116","S","67","CCT","25 Roosevelt Drive","Wood Ridge","$900,000","05/08/2026","$900,000","TWNHS","2,258","","3","2","2"
"1","26007797","S","15","CCT","10 Glen                 Street","Cliffside Park","$880,000","05/28/2026","$890,000","TWNHS","","","3","3","1"
"1","26007622","S","12","CCT","607 Glasmere Road","Mahwah","$875,000","05/26/2026","$799,900","TWNHS","2,309","","3","3","1"
"1","26006050","S","33","CCT","100 Carlyle Drive Unit#9ES","Cliffside Park","$865,000","05/26/2026","$895,000","Condo","1,494","","2","2","1"
"1","26010061","S","8","CCT","316 Thornton Court Unit#T316","Edgewater","$839,000","05/11/2026","$839,000","TWNHS","1,794","","3","3","0"
"1","26010085","S","14","CCT","64 Lakeview Drive","Old Tappan","$820,000","05/26/2026","$879,000","TWNHS","1,962","","3","2","1"
"1","26014471","S","9","CCT","31 Hooks Lane","Edgewater","$795,000","05/29/2026","$779,000","TWNHS","","","3","2","1"
"1","26011442","S","7","CCT","56 Longfellow Lane","Mahwah","$780,000","05/29/2026","$729,000","TWNHS","1,859","","2","2","1"
"1","26004139","S","32","CCT","682 Greeley Avenue Unit#A","Fairview","$780,000","05/01/2026","$799,000","TWNHS","2,012","","3","3","1"
"1","26009036","S","14","CCT","504 Nelson Court","Edgewater","$745,000","05/06/2026","$725,000","Condo","1,406","","2","2","1"
"1","26008663","S","34","CCT","1265 15th                 Street Unit#17A","Fort Lee","$730,000","05/20/2026","$699,000","Condo","1,750","","2","2","0"
"1","26007878","S","10","CCT","30 Jordan Drive","River Edge","$721,000","05/08/2026","$630,000","TWNHS","","","2","2","1"
"1","26005765","S","29","CCT","100 Old Palisade Road Unit#1510","Fort Lee","$720,000","05/07/2026","$699,000","Condo","1,452","","2","2","1"
"1","26011434","S","11","CCT","276 Great Smokey Lane","Mahwah","$710,000","05/12/2026","$699,000","TWNHS","1,996","","3","2","1"
"1","26010171","S","12","CCT","300 Coventry Court","Ramsey","$700,000","05/25/2026","$649,000","TWNHS","1,570","","2","2","1"
"1","26008709","S","14","CCT","26 Linwood Avenue","Cresskill","$700,000","05/04/2026","$769,000","TWNHS","","","3","2","1"
"1","26007898","S","19","CCT","80 Landmark Lane","Fair Lawn","$699,500","05/04/2026","$699,000","TWNHS","1,846","","3","2","1"
